00068.png;829;172;849;196;1;1.00
00068.png;741;318;820;407;1;1.00
00068.png;486;141;807;402;1;1.00
00068.png;764;169;788;177;1;1.00
00068.png;638;148;664;187;1;0.89
00068.png;492;251;726;350;1;0.95
00068.png;735;317;801;349;1;0.82
00068.png;741;262;794;301;1;0.88
00068.png;817;265;844;304;1;0.89
00068.png;774;277;783;292;1;0.51
00068.png;710;212;734;239;1;0.81
00068.png;69;520;107;529;1;0.46
00069.png;699;348;1138;587;1;1.00
00069.png;1181;615;1220;688;1;0.67
00070.png;506;56;1240;506;1;1.00
00070.png;765;361;777;380;1;1.00
00070.png;629;185;827;252;1;1.00
00070.png;845;210;1324;331;1;1.00
00070.png;733;256;777;270;1;0.99
00070.png;679;164;706;188;1;1.00
00070.png;774;162;832;189;1;1.00
00070.png;1760;463;1911;662;1;1.00
00070.png;1066;277;1078;296;1;0.91
00070.png;1203;286;1227;304;1;1.00
00071.png;1194;50;1695;586;1;1.00
00074.png;1129;285;1659;565;1;0.93
00074.png;1320;1046;1416;1076;1;0.93
00074.png;1542;1063;1597;1080;1;0.87
00076.png;1287;438;1387;507;1;0.79
00076.png;1215;468;1279;502;1;0.67
00076.png;1459;444;1528;514;1;0.79
00076.png;1404;485;1448;511;1;0.85
00083.png;1598;339;1723;455;1;0.91
00083.png;1483;395;1619;468;1;0.88
00084.png;1374;88;1906;405;1;1.00
00084.png;1659;126;1715;152;1;1.00
00084.png;1604;259;1845;410;1;1.00
00084.png;1731;352;1769;407;1;1.00
00084.png;1592;255;1671;276;1;1.00
00084.png;1759;262;1842;330;1;1.00
00084.png;1704;295;1719;310;1;0.97
00084.png;1597;297;1617;318;1;1.00
00084.png;1356;621;1920;852;1;0.66
00084.png;1293;612;1678;682;1;1.00
00084.png;1183;617;1233;628;1;0.91
00084.png;1806;691;1832;728;1;0.52
00084.png;1398;743;1434;761;1;0.53
00084.png;1517;742;1535;754;1;0.63
00084.png;992;636;1094;665;1;1.00
00084.png;1116;639;1181;663;1;1.00
00084.png;956;862;976;871;1;1.00
00084.png;753;887;774;901;1;1.00
00084.png;0;779;507;1063;1;1.00
00084.png;501;846;521;864;1;1.00
00084.png;1882;555;1909;563;1;0.86
00084.png;1027;604;1115;622;1;0.83
00084.png;1023;431;1163;588;1;0.67
00084.png;717;569;743;595;1;0.54
00084.png;1562;318;1580;337;1;1.00
00084.png;1638;315;1657;336;1;1.00
00084.png;662;626;861;725;1;0.99
00084.png;1428;355;1573;400;1;0.63
00084.png;1164;706;1211;745;1;1.00
00084.png;1233;658;1260;676;1;1.00
00084.png;1077;861;1110;888;1;1.00
00085.png;1180;267;1726;556;1;1.00
00085.png;1333;295;1406;368;1;0.94
00085.png;1260;358;1285;385;1;0.89
00085.png;1346;300;1373;320;1;0.73
00086.png;1141;256;1712;578;1;1.00
00086.png;1273;1029;1521;1080;1;1.00
00086.png;1445;1044;1470;1064;1;0.80
00086.png;1566;1036;1657;1080;1;0.41
00087.png;1298;349;1449;530;1;0.94
00087.png;823;155;1182;410;1;1.00
00087.png;1401;1036;1448;1080;1;0.90
00087.png;1354;1044;1379;1080;1;0.86
00088.png;1313;487;1362;547;1;1.00
00088.png;602;99;965;424;1;1.00
00089.png;1302;337;1694;530;1;1.00
00089.png;1396;1053;1450;1080;1;0.64
00090.png;1411;203;1920;621;1;1.00
00090.png;1444;173;1851;254;1;1.00
00090.png;1465;227;1552;252;1;0.84
00090.png;1491;1033;1540;1080;1;0.47
00091.png;803;76;1164;396;1;1.00
00092.png;686;17;968;446;1;1.00
00093.png;715;147;1148;397;1;0.93
00093.png;1032;217;1083;253;1;0.61
00094.png;1165;99;1427;351;1;1.00
00094.png;1205;158;1232;184;1;0.77
00094.png;893;215;1033;282;1;0.91
00094.png;821;235;905;272;1;0.90
00094.png;941;225;956;244;1;0.68
00094.png;969;255;988;281;1;0.49
00095.png;1326;256;1876;379;1;0.77
00095.png;1560;401;1808;517;1;0.81
00095.png;1413;395;1476;443;1;0.72
00095.png;1473;395;1567;444;1;0.71
00095.png;1474;404;1507;442;1;0.69
00096.png;1351;213;1736;388;1;1.00
00096.png;1492;222;1566;297;1;0.88
00096.png;1611;254;1679;298;1;0.87
00097.png;805;128;1045;244;1;0.97
00097.png;1014;287;1074;332;1;0.91
00097.png;802;292;857;336;1;0.90
00097.png;952;202;979;240;1;0.64
00097.png;1017;165;1043;195;1;0.83
00098.png;718;549;750;581;1;0.95
00098.png;1149;394;1574;592;1;0.91
00099.png;1111;367;1476;595;1;1.00
00099.png;1233;378;1374;446;1;0.84
00100.png;839;75;1297;395;1;1.00
00100.png;914;147;927;171;1;0.65
00100.png;825;583;852;608;1;0.50
00101.png;992;187;1121;216;1;0.90
00101.png;576;32;983;406;1;1.00
00101.png;723;242;736;266;1;1.00
00101.png;983;258;1033;281;1;0.63
